pond,month,year,transp
3702,5,2011,20
3702,7,2011,20
3702,5,2012,30
3702,7,2012,30
3702,5,2013,30
3702,7,2013,25
3702,7,2014,20
3702,7,2015,25
3702,5,2016,20
3702,7,2016,27
3703,5,2005,30
3703,7,2005,15
3703,5,2007,40
3703,5,2008,40
3703,7,2009,30
3703,5,2011,50
3703,7,2011,45
3703,5,2012,100
3703,7,2012,50
3703,5,2013,35
3703,7,2013,50
3703,7,2014,30
3703,7,2015,20
3703,5,2016,35
3703,7,2016,25
3704,7,2005,20
3704,5,2008,150
3704,7,2009,30
3704,7,2010,25
3704,5,2011,30
3704,7,2011,25
3704,5,2012,60
3704,7,2012,20
3704,5,2013,90
3704,7,2013,20
3704,7,2014,18
3704,5,2015,80
3704,7,2015,15
3704,5,2016,40
3704,7,2016,30
3705,7,2005,50
3705,7,2006,30
3705,7,2007,150
3705,5,2009,30
3705,5,2011,25
3705,7,2011,30
3705,5,2012,30
3705,7,2012,30
3705,5,2013,35
3705,7,2013,30
3705,7,2014,27
3705,7,2015,30
3705,5,2016,25
3705,7,2016,35
3706,7,2005,40
3706,7,2006,30
3706,5,2008,30
3706,5,2009,25
3706,7,2009,30
3706,5,2011,90
3706,7,2011,40
3706,5,2012,50
3706,7,2012,40
3706,5,2013,85
3706,7,2013,30
3706,7,2014,18
3706,7,2015,30
3706,5,2016,20
3706,7,2016,35
3711,5,2005,150
3711,7,2005,35
3711,5,2007,30
3711,5,2008,50
3711,7,2009,55
3711,5,2011,151
3711,7,2011,120
3711,5,2012,75
3711,7,2012,40
3711,5,2013,30
3711,7,2013,30
3711,7,2014,10
3711,7,2015,40
3711,7,2016,50
3718,5,2011,30
3718,7,2011,25
3718,5,2012,25
3718,7,2012,20
3718,5,2013,20
3718,7,2013,30
3718,7,2014,30
3718,7,2015,25
3718,5,2016,20
3718,7,2016,40
3725,7,2005,17
3725,7,2010,30
3725,5,2011,151
3725,7,2011,140
3725,5,2012,151
3725,7,2012,110
3725,5,2013,25
3725,7,2013,50
3725,7,2014,30
3725,5,2015,25
3725,7,2015,45
3725,5,2016,10
3725,7,2016,70
3726,5,2011,20
3726,7,2011,20
3726,5,2012,60
3726,7,2012,25
3726,5,2013,100
3726,7,2013,20
3726,7,2014,18
3726,5,2015,65
3726,7,2015,15
3726,7,2016,30
3733,7,2005,40
3733,5,2008,190
3733,5,2009,190
3733,7,2009,7
3733,5,2012,45
3733,7,2012,30
3733,5,2013,30
3733,7,2013,35
3733,7,2015,82
3733,5,2016,190
3733,7,2016,190
4003,7,2009,40
4003,7,2010,55
4003,5,2014,50
4003,7,2014,30
4003,5,2015,25
4003,7,2015,47
4003,5,2016,95
4003,7,2016,55
4004,7,2009,40
4004,7,2010,35
4004,5,2014,40
4004,7,2014,15
4004,5,2015,46
4004,7,2015,22
4004,5,2016,80
4004,7,2016,45
4005,7,2008,14
4005,5,2009,45
4005,7,2009,25
4005,7,2010,22
4005,5,2014,20
4005,7,2014,20
4005,5,2015,25
4005,7,2015,22
4005,5,2016,40
4005,7,2016,20
4006,7,2005,25
4006,5,2008,80
4006,7,2008,60
4006,5,2009,40
4006,7,2009,50
4006,5,2014,30
4006,7,2014,20
4006,5,2015,60
4006,7,2015,15
4006,5,2016,40
4006,7,2016,30
4007,7,2005,25
4007,5,2008,90
4007,7,2008,20
4007,5,2009,30
4007,7,2009,25
4007,7,2010,22
4007,7,2014,70
4007,5,2015,100
4007,7,2015,15
4007,5,2016,40
4007,7,2016,35
4008,7,2005,30
4008,5,2008,35
4008,7,2008,20
4008,5,2009,30
4008,7,2009,20
4008,7,2014,20
4008,5,2015,30
4008,7,2015,18
4008,5,2016,20
4008,7,2016,32
4009,7,2005,20
4009,5,2008,40
4009,7,2009,20
4009,7,2010,28
4009,5,2014,30
4009,7,2014,10
4009,5,2015,80
4009,5,2016,32
4009,7,2016,30
4029,5,2008,50
4029,7,2014,30
